,full_text,text_clean,tokenize,stopwords,stemmed,tf,tf_idf
340,"Prabowo Cinta Rakyat Persatuan Buruh Jabar Gabung Relawan Gaspoll Bro, Siap Menangkan Prabowo-Gibran - https://t.co/6DydkcdBpc - https://t.co/6DydkcdBpc https://t.co/mNqlR8zpYi #MenangSeputaran",prabowo cinta rakyat persatuan buruh jabar gabung relawan gaspoll bro siap menangkan prabowogibran menangseputaran,"['prabowo', 'cinta', 'rakyat', 'persatuan', 'buruh', 'jabar', 'gabung', 'relawan', 'gaspoll', 'bro', 'siap', 'menangkan', 'prabowogibran', 'menangseputaran']","['prabowo', 'cinta', 'rakyat', 'persatuan', 'buruh', 'jabar', 'gabung', 'relawan', 'gaspoll', 'bro', 'siap', 'menangkan', 'prabowogibran', 'httpstcodydkcdbpc', 'httpstcodydkcdbpc', 'httpstcomnqlrzpyi', 'menangseputaran']","['prabowo', 'cinta', 'rakyat', 'satu', 'buruh', 'jabar', 'gabung', 'rawan', 'gaspoll', 'bro', 'siap', 'menang', 'prabowogibran', 'httpstcodydkcdbpc', 'httpstcodydkcdbpc', 'httpstcomnqlrzpyi', 'menangseputaran']","{'prabowo': 0.07142857142857142, 'cinta': 0.07142857142857142, 'rakyat': 0.07142857142857142, 'persatuan': 0.07142857142857142, 'buruh': 0.07142857142857142, 'jabar': 0.07142857142857142, 'gabung': 0.07142857142857142, 'relawan': 0.07142857142857142, 'gaspoll': 0.07142857142857142, 'bro': 0.07142857142857142, 'siap': 0.07142857142857142, 'menangkan': 0.07142857142857142, 'prabowogibran': 0.07142857142857142, 'menangseputaran': 0.07142857142857142}","{'prabowo': 0.0631861843784236, 'cinta': 0.1617727016435383, 'rakyat': 0.12769261202070528, 'persatuan': 0.18327484419096554, 'buruh': 0.10888965239394946, 'jabar': 0.1491947545681325, 'gabung': 0.18327484419096554, 'relawan': 0.11184627276239412, 'gaspoll': 0.18327484419096554, 'bro': 0.18327484419096554, 'siap': 0.14027055909611108, 'menangkan': 0.1617727016435383, 'prabowogibran': 0.09926832568698832, 'menangseputaran': 0.18327484419096554}"
341,"@PartaiSocmed Debat apa cerdas cermat kok pakai menang kalah....?? Kalau ukurannya cak Imin dan pak Mahfud MD GK bisa Jawab pertanyaan gibran yg waton suloyo kek Jokowi ke Prabowo dulu,itu salah besar menurut saya..",debat apa cerdas cermat kok pakai menang kalah kalau ukurannya cak imin dan pak mahfud md gk bisa jawab pertanyaan gibran yg waton suloyo kek jokowi ke prabowo duluitu salah besar menurut saya,"['debat', 'apa', 'cerdas', 'cermat', 'kok', 'pakai', 'menang', 'kalah', 'kalau', 'ukurannya', 'cak', 'imin', 'dan', 'pak', 'mahfud', 'md', 'gk', 'bisa', 'jawab', 'pertanyaan', 'gibran', 'yg', 'waton', 'suloyo', 'kek', 'jokowi', 'ke', 'prabowo', 'duluitu', 'salah', 'besar', 'menurut', 'saya']","['partaisocmed', 'debat', 'apa', 'cerdas', 'cermat', 'kok', 'pakai', 'menang', 'kalah', 'kalau', 'ukurannya', 'cak', 'imin', 'pak', 'mahfud', 'md', 'gk', 'jawab', 'pertanyaan', 'gibran', 'yg', 'waton', 'suloyo', 'kek', 'jokowi', 'prabowo', 'duluitu', 'salah', 'besar']","['partaisocmed', 'debat', 'apa', 'cerdas', 'cermat', 'kok', 'pakai', 'menang', 'kalah', 'kalau', 'ukur', 'cak', 'imin', 'pak', 'mahfud', 'md', 'gk', 'jawab', 'tanya', 'gibran', 'yg', 'waton', 'suloyo', 'kek', 'jokowi', 'prabowo', 'duluitu', 'salah', 'besar']","{'debat': 0.030303030303030304, 'apa': 0.030303030303030304, 'cerdas': 0.030303030303030304, 'cermat': 0.030303030303030304, 'kok': 0.030303030303030304, 'pakai': 0.030303030303030304, 'menang': 0.030303030303030304, 'kalah': 0.030303030303030304, 'kalau': 0.030303030303030304, 'ukurannya': 0.030303030303030304, 'cak': 0.030303030303030304, 'imin': 0.030303030303030304, 'dan': 0.030303030303030304, 'pak': 0.030303030303030304, 'mahfud': 0.030303030303030304, 'md': 0.030303030303030304, 'gk': 0.030303030303030304, 'bisa': 0.030303030303030304, 'jawab': 0.030303030303030304, 'pertanyaan': 0.030303030303030304, 'gibran': 0.030303030303030304, 'yg': 0.030303030303030304, 'waton': 0.030303030303030304, 'suloyo': 0.030303030303030304, 'kek': 0.030303030303030304, 'jokowi': 0.030303030303030304, 'ke': 0.030303030303030304, 'prabowo': 0.030303030303030304, 'duluitu': 0.030303030303030304, 'salah': 0.030303030303030304, 'besar': 0.030303030303030304, 'menurut': 0.030303030303030304, 'saya': 0.030303030303030304}","{'debat': 0.039002855082445116, 'apa': 0.0383278128184708, 'cerdas': 0.048836524522248265, 'cermat': 0.07775296420222781, 'kok': 0.050386600960047705, 'pakai': 0.05417262328151134, 'menang': 0.048836524522248265, 'kalah': 0.059508722040774405, 'kalau': 0.048836524522248265, 'ukurannya': 0.07775296420222781, 'cak': 0.020758612920991706, 'imin': 0.02058657859094048, 'dan': 0.023652060110992443, 'pak': 0.04505050220078463, 'mahfud': 0.04619561010652402, 'md': 0.05417262328151134, 'gk': 0.059508722040774405, 'bisa': 0.03389969052519086, 'jawab': 0.07775296420222781, 'pertanyaan': 0.06329474436223803, 'gibran': 0.00498325084521132, 'yg': 0.02550218027493117, 'waton': 0.07775296420222781, 'suloyo': 0.07775296420222781, 'kek': 0.06329474436223803, 'jokowi': 0.043021811605917566, 'ke': 0.03707348902579732, 'prabowo': 0.026806260039331228, 'duluitu': 0.07775296420222781, 'salah': 0.0686308431215011, 'besar': 0.05657205497992421, 'menurut': 0.05657205497992421, 'saya': 0.039714403441521565}"
342,@Chaves1305 Ayooo nan udah hisa ngoceh....bener njhhh datebg lah ke acara desak Gibran...males sebenernya typinv nama itu.... Awas aja lu ga dateng,ayooo nan udah hisa ngocehbener njhhh datebg lah ke acara desak gibranmales sebenernya typinv nama itu awas aja lu ga dateng,"['ayooo', 'nan', 'udah', 'hisa', 'ngocehbener', 'njhhh', 'datebg', 'lah', 'ke', 'acara', 'desak', 'gibranmales', 'sebenernya', 'typinv', 'nama', 'itu', 'awas', 'aja', 'lu', 'ga', 'dateng']","['chaves', 'ayooo', 'nan', 'udah', 'hisa', 'ngocehbener', 'njhhh', 'datebg', 'lah', 'acara', 'desak', 'gibranmales', 'sebenernya', 'typinv', 'nama', 'awas', 'aja', 'lu', 'ga', 'dateng']","['chaves', 'ayooo', 'nan', 'udah', 'hisa', 'ngocehbener', 'njhhh', 'datebg', 'lah', 'acara', 'desak', 'gibranmales', 'sebenernya', 'typinv', 'nama', 'awas', 'aja', 'lu', 'ga', 'dateng']","{'ayooo': 0.047619047619047616, 'nan': 0.047619047619047616, 'udah': 0.047619047619047616, 'hisa': 0.047619047619047616, 'ngocehbener': 0.047619047619047616, 'njhhh': 0.047619047619047616, 'datebg': 0.047619047619047616, 'lah': 0.047619047619047616, 'ke': 0.047619047619047616, 'acara': 0.047619047619047616, 'desak': 0.047619047619047616, 'gibranmales': 0.047619047619047616, 'sebenernya': 0.047619047619047616, 'typinv': 0.047619047619047616, 'nama': 0.047619047619047616, 'itu': 0.047619047619047616, 'awas': 0.047619047619047616, 'aja': 0.047619047619047616, 'lu': 0.047619047619047616, 'ga': 0.047619047619047616, 'dateng': 0.047619047619047616}","{'ayooo': 0.1221832294606437, 'nan': 0.1221832294606437, 'udah': 0.07674310996353298, 'hisa': 0.1221832294606437, 'ngocehbener': 0.1221832294606437, 'njhhh': 0.1221832294606437, 'datebg': 0.1221832294606437, 'lah': 0.07674310996353298, 'ke': 0.0582583398976815, 'acara': 0.10784846776235887, 'desak': 0.1221832294606437, 'gibranmales': 0.1221832294606437, 'sebenernya': 0.10784846776235887, 'typinv': 0.1221832294606437, 'nama': 0.10784846776235887, 'itu': 0.0505094209692196, 'awas': 0.09946316971208832, 'aja': 0.062408348265248166, 'lu': 0.07917894436578923, 'ga': 0.06617888379132554, 'dateng': 0.1221832294606437}"
343,"@zy_zy_its_me @jokowi @prabowo @gibran_tweet msksa kali gambarnya editannya kasar, seperti prosesnya di MK jg kasar.. ini foto yg natural... https://t.co/crsYq5HBOc",msksa kali gambarnya editannya kasar seperti prosesnya di mk jg kasar ini foto yg natural,"['msksa', 'kali', 'gambarnya', 'editannya', 'kasar', 'seperti', 'prosesnya', 'di', 'mk', 'jg', 'kasar', 'ini', 'foto', 'yg', 'natural']","['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'msksa', 'kali', 'gambarnya', 'editannya', 'kasar', 'prosesnya', 'mk', 'jg', 'kasar', 'foto', 'yg', 'natural', 'httpstcocrsyqhboc']","['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'msksa', 'kali', 'gambar', 'edit', 'kasar', 'proses', 'mk', 'jg', 'kasar', 'foto', 'yg', 'natural', 'httpstcocrsyqhboc']","{'msksa': 0.06666666666666667, 'kali': 0.06666666666666667, 'gambarnya': 0.06666666666666667, 'editannya': 0.06666666666666667, 'kasar': 0.13333333333333333, 'seperti': 0.06666666666666667, 'prosesnya': 0.06666666666666667, 'di': 0.06666666666666667, 'mk': 0.06666666666666667, 'jg': 0.06666666666666667, 'ini': 0.06666666666666667, 'foto': 0.06666666666666667, 'yg': 0.06666666666666667, 'natural': 0.06666666666666667}","{'msksa': 0.17105652124490117, 'kali': 0.1309191884897037, 'gambarnya': 0.17105652124490117, 'editannya': 0.17105652124490117, 'kasar': 0.34211304248980234, 'seperti': 0.17105652124490117, 'prosesnya': 0.17105652124490117, 'di': 0.04311798175316292, 'mk': 0.1043898545782345, 'jg': 0.1309191884897037, 'ini': 0.07163240832261633, 'foto': 0.17105652124490117, 'yg': 0.05610479660484857, 'natural': 0.17105652124490117}"
344,"Solo berprestasi ekonomi berkat kepemimpinan Gibran, bayangkan potensi Indonesia jika dipimpin oleh Prabowo - Gibran! @liozaja  https://t.co/dg5aG0ZwO9",solo berprestasi ekonomi berkat kepemimpinan gibran bayangkan potensi indonesia jika dipimpin oleh prabowo gibran,"['solo', 'berprestasi', 'ekonomi', 'berkat', 'kepemimpinan', 'gibran', 'bayangkan', 'potensi', 'indonesia', 'jika', 'dipimpin', 'oleh', 'prabowo', 'gibran']","['solo', 'berprestasi', 'ekonomi', 'berkat', 'kepemimpinan', 'gibran', 'bayangkan', 'potensi', 'indonesia', 'dipimpin', 'prabowo', 'gibran', 'liozaja', 'httpstcodgagzwo']","['solo', 'prestasi', 'ekonomi', 'berkat', 'pimpin', 'gibran', 'bayang', 'potensi', 'indonesia', 'pimpin', 'prabowo', 'gibran', 'liozaja', 'httpstcodgagzwo']","{'solo': 0.07142857142857142, 'berprestasi': 0.07142857142857142, 'ekonomi': 0.07142857142857142, 'berkat': 0.07142857142857142, 'kepemimpinan': 0.07142857142857142, 'gibran': 0.14285714285714285, 'bayangkan': 0.07142857142857142, 'potensi': 0.07142857142857142, 'indonesia': 0.07142857142857142, 'jika': 0.07142857142857142, 'dipimpin': 0.07142857142857142, 'oleh': 0.07142857142857142, 'prabowo': 0.07142857142857142}","{'solo': 0.03890417997168425, 'berprestasi': 0.1617727016435383, 'ekonomi': 0.11184627276239412, 'berkat': 0.13334841530982133, 'kepemimpinan': 0.14027055909611108, 'gibran': 0.023492468270281935, 'bayangkan': 0.18327484419096554, 'potensi': 0.1617727016435383, 'indonesia': 0.11511466494529947, 'jika': 0.14027055909611108, 'dipimpin': 0.1617727016435383, 'oleh': 0.11511466494529947, 'prabowo': 0.0631861843784236}"
345,@SheIsAStarseed @yunusmift @gibran_tweet Makasih udah mewakili. Pen banget ngomong goblok tapi ga enak,makasih udah mewakili pen banget ngomong goblok tapi ga enak,"['makasih', 'udah', 'mewakili', 'pen', 'banget', 'ngomong', 'goblok', 'tapi', 'ga', 'enak']","['sheisastarseed', 'yunusmift', 'gibrantweet', 'makasih', 'udah', 'mewakili', 'pen', 'banget', 'ngomong', 'goblok', 'ga', 'enak']","['sheisastarseed', 'yunusmift', 'gibrantweet', 'makasih', 'udah', 'wakil', 'pen', 'banget', 'ngomong', 'goblok', 'ga', 'enak']","{'makasih': 0.1, 'udah': 0.1, 'mewakili': 0.1, 'pen': 0.1, 'banget': 0.1, 'ngomong': 0.1, 'goblok': 0.1, 'tapi': 0.1, 'ga': 0.1, 'enak': 0.1}","{'makasih': 0.22648178230095364, 'udah': 0.16116053092341928, 'mewakili': 0.2565847818673518, 'pen': 0.2565847818673518, 'banget': 0.16116053092341928, 'ngomong': 0.20887265639538552, 'goblok': 0.22648178230095364, 'tapi': 0.13105753135702117, 'ga': 0.13897565596178366, 'enak': 0.2565847818673518}"
346,"@Chaves1305 @gibran_tweet Ternyata gak beda jauh sama bapaknya. Bagaiman jadinya Indonesia dipimpin dr golongan kayak begini, 10 yg kmrn udah bikin malu, rakyat diajak sabar terus, bansos aja yg dikasih, lapangan pekerjaan mana janjimu?",ternyata gak beda jauh sama bapaknya bagaiman jadinya indonesia dipimpin dr golongan kayak begini yg kmrn udah bikin malu rakyat diajak sabar terus bansos aja yg dikasih lapangan pekerjaan mana janjimu,"['ternyata', 'gak', 'beda', 'jauh', 'sama', 'bapaknya', 'bagaiman', 'jadinya', 'indonesia', 'dipimpin', 'dr', 'golongan', 'kayak', 'begini', 'yg', 'kmrn', 'udah', 'bikin', 'malu', 'rakyat', 'diajak', 'sabar', 'terus', 'bansos', 'aja', 'yg', 'dikasih', 'lapangan', 'pekerjaan', 'mana', 'janjimu']","['chaves', 'gibrantweet', 'ternyata', 'gak', 'beda', 'jauh', 'sama', 'bapaknya', 'bagaiman', 'jadinya', 'indonesia', 'dipimpin', 'dr', 'golongan', 'kayak', 'begini', 'yg', 'kmrn', 'udah', 'bikin', 'malu', 'rakyat', 'diajak', 'sabar', 'terus', 'bansos', 'aja', 'yg', 'dikasih', 'lapangan', 'pekerjaan', 'mana', 'janjimu']","['chaves', 'gibrantweet', 'nyata', 'gak', 'beda', 'jauh', 'sama', 'bapak', 'bagaiman', 'jadi', 'indonesia', 'pimpin', 'dr', 'golong', 'kayak', 'begini', 'yg', 'kmrn', 'udah', 'bikin', 'malu', 'rakyat', 'ajak', 'sabar', 'terus', 'bansos', 'aja', 'yg', 'kasih', 'lapang', 'kerja', 'mana', 'janji']","{'ternyata': 0.03225806451612903, 'gak': 0.03225806451612903, 'beda': 0.03225806451612903, 'jauh': 0.03225806451612903, 'sama': 0.03225806451612903, 'bapaknya': 0.03225806451612903, 'bagaiman': 0.03225806451612903, 'jadinya': 0.03225806451612903, 'indonesia': 0.03225806451612903, 'dipimpin': 0.03225806451612903, 'dr': 0.03225806451612903, 'golongan': 0.03225806451612903, 'kayak': 0.03225806451612903, 'begini': 0.03225806451612903, 'yg': 0.06451612903225806, 'kmrn': 0.03225806451612903, 'udah': 0.03225806451612903, 'bikin': 0.03225806451612903, 'malu': 0.03225806451612903, 'rakyat': 0.03225806451612903, 'diajak': 0.03225806451612903, 'sabar': 0.03225806451612903, 'terus': 0.03225806451612903, 'bansos': 0.03225806451612903, 'aja': 0.03225806451612903, 'dikasih': 0.03225806451612903, 'lapangan': 0.03225806451612903, 'pekerjaan': 0.03225806451612903, 'mana': 0.03225806451612903, 'janjimu': 0.03225806451612903}","{'ternyata': 0.05550805737610518, 'gak': 0.04392670438766429, 'beda': 0.07305863945192052, 'jauh': 0.057667631235157224, 'sama': 0.04392670438766429, 'bapaknya': 0.07305863945192052, 'bagaiman': 0.08276928447333928, 'jadinya': 0.08276928447333928, 'indonesia': 0.05198726803981266, 'dipimpin': 0.07305863945192052, 'dr': 0.05550805737610518, 'golongan': 0.08276928447333928, 'kayak': 0.07305863945192052, 'begini': 0.07305863945192052, 'yg': 0.05429496445630507, 'kmrn': 0.08276928447333928, 'udah': 0.05198726803981266, 'bikin': 0.027963800462499962, 'malu': 0.06334799443050178, 'rakyat': 0.057667631235157224, 'diajak': 0.08276928447333928, 'sabar': 0.08276928447333928, 'terus': 0.050511219957210245, 'bansos': 0.08276928447333928, 'aja': 0.042276623018393925, 'dikasih': 0.07305863945192052, 'lapangan': 0.07305863945192052, 'pekerjaan': 0.07305863945192052, 'mana': 0.05198726803981266, 'janjimu': 0.08276928447333928}"
347,Masih tentang Mas Gibran yang sanggup menjawab segala keraguan publik!  #prabowo #gibran #prabowogibran #mendingprabowo #terusmajubersamaprabowo #dekade08 #BersamaIndonesiaMaju https://t.co/l42R82vdhk,masih tentang ma gibran yang sanggup menjawab segala keraguan publik prabowo gibran prabowogibran mendingprabowo terusmajubersamaprabowo dekade bersamaindonesiamaju,"['masih', 'tentang', 'ma', 'gibran', 'yang', 'sanggup', 'menjawab', 'segala', 'keraguan', 'publik', 'prabowo', 'gibran', 'prabowogibran', 'mendingprabowo', 'terusmajubersamaprabowo', 'dekade', 'bersamaindonesiamaju']","['mas', 'gibran', 'sanggup', 'menjawab', 'segala', 'keraguan', 'publik', 'prabowo', 'gibran', 'prabowogibran', 'mendingprabowo', 'terusmajubersamaprabowo', 'dekade', 'bersamaindonesiamaju', 'httpstcolrvdhk']","['mas', 'gibran', 'sanggup', 'jawab', 'segala', 'ragu', 'publik', 'prabowo', 'gibran', 'prabowogibran', 'mendingprabowo', 'terusmajubersamaprabowo', 'dekade', 'bersamaindonesiamaju', 'httpstcolrvdhk']","{'masih': 0.058823529411764705, 'tentang': 0.058823529411764705, 'ma': 0.058823529411764705, 'gibran': 0.11764705882352941, 'yang': 0.058823529411764705, 'sanggup': 0.058823529411764705, 'menjawab': 0.058823529411764705, 'segala': 0.058823529411764705, 'keraguan': 0.058823529411764705, 'publik': 0.058823529411764705, 'prabowo': 0.058823529411764705, 'prabowogibran': 0.058823529411764705, 'mendingprabowo': 0.058823529411764705, 'terusmajubersamaprabowo': 0.058823529411764705, 'dekade': 0.058823529411764705, 'bersamaindonesiamaju': 0.058823529411764705}","{'masih': 0.049504232298395796, 'tentang': 0.15093222462785397, 'ma': 0.07315461905527049, 'gibran': 0.0193467385755263, 'yang': 0.04999085147286579, 'sanggup': 0.15093222462785397, 'menjawab': 0.15093222462785397, 'segala': 0.13322457782409036, 'keraguan': 0.15093222462785397, 'publik': 0.10981634201985288, 'prabowo': 0.05203568125281944, 'prabowogibran': 0.08175038585987274, 'mendingprabowo': 0.12286626846787382, 'terusmajubersamaprabowo': 0.12286626846787382, 'dekade': 0.07315461905527049, 'bersamaindonesiamaju': 0.12286626846787382}"
348,@EviDrajat @KPU_ID ANDA NGELES.. DR PERTAMA GIBRAN SDH MELANGGAR DAN SDH DI INGATKAN KPU DAN GIBRAN SDH MT MAAF HRSNYA GK USAH MBULET KRN INI YG KE DUA KALINYA MELAKUKAN KESALAHAN YG SAMA. KNP PAK KETUA? TAKUT SM SIAPA? @DKPP_RI @habiburokhman @tvOneNews @CNNIndonesia @officialinews_,anda ngeles dr pertama gibran sdh melanggar dan sdh di ingatkan kpu dan gibran sdh mt maaf hrsnya gk usah mbulet krn ini yg ke dua kalinya melakukan kesalahan yg sama knp pak ketua takut sm siapa,"['anda', 'ngeles', 'dr', 'pertama', 'gibran', 'sdh', 'melanggar', 'dan', 'sdh', 'di', 'ingatkan', 'kpu', 'dan', 'gibran', 'sdh', 'mt', 'maaf', 'hrsnya', 'gk', 'usah', 'mbulet', 'krn', 'ini', 'yg', 'ke', 'dua', 'kalinya', 'melakukan', 'kesalahan', 'yg', 'sama', 'knp', 'pak', 'ketua', 'takut', 'sm', 'siapa']","['evidrajat', 'kpuid', 'ngeles', 'dr', 'pertama', 'gibran', 'sdh', 'melanggar', 'sdh', 'ingatkan', 'kpu', 'gibran', 'sdh', 'mt', 'maaf', 'hrsnya', 'gk', 'usah', 'mbulet', 'krn', 'yg', 'kalinya', 'melakukan', 'kesalahan', 'yg', 'sama', 'knp', 'pak', 'ketua', 'takut', 'sm', 'siapa', 'dkppri', 'habiburokhman', 'tvonenews', 'cnnindonesia', 'officialinews']","['evidrajat', 'kpuid', 'ngeles', 'dr', 'pertama', 'gibran', 'sdh', 'langgar', 'sdh', 'ingat', 'kpu', 'gibran', 'sdh', 'mt', 'maaf', 'hrsnya', 'gk', 'usah', 'mbulet', 'krn', 'yg', 'kali', 'laku', 'salah', 'yg', 'sama', 'knp', 'pak', 'ketua', 'takut', 'sm', 'siapa', 'dkppri', 'habiburokhman', 'tvonenews', 'cnnindonesia', 'officialinews']","{'anda': 0.02702702702702703, 'ngeles': 0.02702702702702703, 'dr': 0.02702702702702703, 'pertama': 0.02702702702702703, 'gibran': 0.05405405405405406, 'sdh': 0.08108108108108109, 'melanggar': 0.02702702702702703, 'dan': 0.05405405405405406, 'di': 0.02702702702702703, 'ingatkan': 0.02702702702702703, 'kpu': 0.02702702702702703, 'mt': 0.02702702702702703, 'maaf': 0.02702702702702703, 'hrsnya': 0.02702702702702703, 'gk': 0.02702702702702703, 'usah': 0.02702702702702703, 'mbulet': 0.02702702702702703, 'krn': 0.02702702702702703, 'ini': 0.02702702702702703, 'yg': 0.05405405405405406, 'ke': 0.02702702702702703, 'dua': 0.02702702702702703, 'kalinya': 0.02702702702702703, 'melakukan': 0.02702702702702703, 'kesalahan': 0.02702702702702703, 'sama': 0.02702702702702703, 'knp': 0.02702702702702703, 'pak': 0.02702702702702703, 'ketua': 0.02702702702702703, 'takut': 0.02702702702702703, 'sm': 0.02702702702702703, 'siapa': 0.02702702702702703}","{'anda': 0.03837080494581837, 'ngeles': 0.06934723834252751, 'dr': 0.04650675077457462, 'pertama': 0.061211292513771255, 'gibran': 0.008889042048214788, 'sdh': 0.15136847143277019, 'melanggar': 0.06934723834252751, 'dan': 0.0421901612790676, 'di': 0.017480262872903888, 'ingatkan': 0.06934723834252751, 'kpu': 0.056452069296050136, 'mt': 0.06934723834252751, 'maaf': 0.05307534668501501, 'hrsnya': 0.06934723834252751, 'gk': 0.05307534668501501, 'usah': 0.056452069296050136, 'mbulet': 0.06934723834252751, 'krn': 0.056452069296050136, 'ini': 0.029040165536195813, 'yg': 0.0454903756255529, 'ke': 0.03306554426625166, 'dua': 0.050456157144256726, 'kalinya': 0.06934723834252751, 'melakukan': 0.061211292513771255, 'kesalahan': 0.06934723834252751, 'sama': 0.03680345502750251, 'knp': 0.06934723834252751, 'pak': 0.040180177638537644, 'ketua': 0.04493940085625876, 'takut': 0.056452069296050136, 'sm': 0.061211292513771255, 'siapa': 0.04493940085625876}"
349,"Waduh Kacau Kita Kalau Pajak dinaikkan Sama Si Gibran Samsul, Ngeri Amat Dah..!!  Hujan Giselle Bandung SGIE Unfoll Fuji McDonald https://t.co/prUO8wJhDL",waduh kacau kita kalau pajak dinaikkan sama si gibran samsul ngeri amat dah hujan giselle bandung sgie unfoll fuji mcdonald,"['waduh', 'kacau', 'kita', 'kalau', 'pajak', 'dinaikkan', 'sama', 'si', 'gibran', 'samsul', 'ngeri', 'amat', 'dah', 'hujan', 'giselle', 'bandung', 'sgie', 'unfoll', 'fuji', 'mcdonald']","['waduh', 'kacau', 'kalau', 'pajak', 'dinaikkan', 'sama', 'si', 'gibran', 'samsul', 'ngeri', 'dah', 'hujan', 'giselle', 'bandung', 'sgie', 'unfoll', 'fuji', 'mcdonald', 'httpstcopruowjhdl']","['waduh', 'kacau', 'kalau', 'pajak', 'naik', 'sama', 'si', 'gibran', 'samsul', 'ngeri', 'dah', 'hujan', 'giselle', 'bandung', 'sgie', 'unfoll', 'fuji', 'mcdonald', 'httpstcopruowjhdl']","{'waduh': 0.05, 'kacau': 0.05, 'kita': 0.05, 'kalau': 0.05, 'pajak': 0.05, 'dinaikkan': 0.05, 'sama': 0.05, 'si': 0.05, 'gibran': 0.05, 'samsul': 0.05, 'ngeri': 0.05, 'amat': 0.05, 'dah': 0.05, 'hujan': 0.05, 'giselle': 0.05, 'bandung': 0.05, 'sgie': 0.05, 'unfoll': 0.05, 'fuji': 0.05, 'mcdonald': 0.05}","{'waduh': 0.11324089115047682, 'kacau': 0.09818939136727778, 'kita': 0.06808639180087965, 'kalau': 0.08058026546170964, 'pajak': 0.11324089115047682, 'dinaikkan': 0.11324089115047682, 'sama': 0.06808639180087965, 'si': 0.0893848284144937, 'gibran': 0.008222363894598678, 'samsul': 0.08313789158407871, 'ngeri': 0.11324089115047682, 'amat': 0.11324089115047682, 'dah': 0.11324089115047682, 'hujan': 0.1282923909336759, 'giselle': 0.1282923909336759, 'bandung': 0.1282923909336759, 'sgie': 0.10443632819769276, 'unfoll': 0.1282923909336759, 'fuji': 0.1282923909336759, 'mcdonald': 0.1282923909336759}"
350,Prabowo Gibran Menag satu putaran yes..✌️✌️✌️🇮🇩🇮🇩✊ https://t.co/QqlhlRDee6,prabowo gibran menag satu putaran yes,"['prabowo', 'gibran', 'menag', 'satu', 'putaran', 'yes']","['prabowo', 'gibran', 'menag', 'satu', 'putaran', 'yes✌️✌️✌️🇮🇩🇮🇩✊', 'httpstcoqqlhlrdee']","['prabowo', 'gibran', 'menag', 'satu', 'putar', 'yes', 'httpstcoqqlhlrdee']","{'prabowo': 0.16666666666666666, 'gibran': 0.16666666666666666, 'menag': 0.16666666666666666, 'satu': 0.16666666666666666, 'putaran': 0.16666666666666666, 'yes': 0.16666666666666666}","{'prabowo': 0.14743443021632174, 'gibran': 0.02740787964866226, 'menag': 0.4276413031122529, 'satu': 0.31114630238958313, 'putaran': 0.31114630238958313, 'yes': 0.4276413031122529}"
